Adobe Ilustrator; AI,Adobe Illustrator: AI
mxd,ArcGIS: MXD
dgn,Microstation: DGN
fh8,Freehand: FH
fh10,Freehand: FH
map,ArcMap: MAP
ai,Adobe Illustrator: AI
apr,Arc View Project: APR
